Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2621400E3477200,1,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651397,4,0.3,0,1.3,0.1,90617.5,176,0,1.6,0.2,0,1,0.4,0,0,0.2,0.1,0,0,0.3,0.5,1,0.8,0.9,0.1,0.1,0,1.6,1737317315
CRS3035RES200mN2621400E3477400,0,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651401,33,4,1,14,2,765990.7,1851,0,15,10,1,2,2,0,0,1,1,1,3,4,7,6,3,4,3,0,0,15,1731517373
CRS3035RES200mN2621400E3477600,0,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651404,33,11,1,9,2,576703.6,1521,3,15,15,2,0,1,0,2,3,1,2,2,1,11,2,4,3,4,0,4,18,17315
CRS3035RES200mN2621400E3477800,0,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651398,45,1,2,12,1,1045701,1620.7,0,14,2,0,1,11,0,0,2,2,4,6,6,9,11,1,2,2,0,1,14,17315
CRS3035RES200mN2621400E3478000,0,CRS3035RES1000mN2621000E3478000,0,CRS3035RES1000mN2621000E3478000,651413,103,2,1,31,1,2171395.7,3088,0,32,0,0,1,31,0,0,15,6,10,7,3,44,13,4,1,0,0,3,32,17315
CRS3035RES200mN2621400E3478200,1,CRS3035RES1000mN2621000E3478000,0,CRS3035RES1000mN2621000E3478000,651412,9,0.3,0.3,3.3,0.2,208565,408.8,0,3.3,1,0.2,0.8,1.3,0,0,0.3,0.2,1,0.6,0.7,1,2.5,0.6,1.8,0.3,0,0.2,3.3,17315
CRS3035RES200mN2621400E3484400,1,CRS3035RES1000mN2621000E3484000,1,CRS3035RES4000mN2620000E3484000,108289,8,0.2,0,2.3,0.6,219263.6,419.8,0,3.6,1.7,0,0.2,1.7,0,0,0.2,0,0.5,0,0.6,1.7,2.1,1.3,0.9,0.7,0,0.2,3.6,17057
CRS3035RES200mN2621400E3487400,1,CRS3035RES1000mN2621000E3487000,1,CRS3035RES4000mN2620000E3484000,274497,6,0.4,0.2,1.9,0,134394.7,262.1,0.1,2.1,0.6,0,0.4,1.1,0.1,0,0.4,0.3,0.5,0.5,0.3,1.1,1.4,0.7,0.5,0.3,0,0.2,2.2,17482
CRS3035RES200mN2621400E3494600,1,CRS3035RES1000mN2621000E3494000,1,CRS3035RES4000mN2620000E3492000,274504,3,0.4,0.1,1,0,55856.8,171.1,0,1.3,1.1,0,0.1,0.1,0,0,0.3,0.1,0.1,0.1,0.2,0.6,0.5,0.5,0.3,0.3,0,0.4,1.3,17338
CRS3035RES200mN2621400E3494800,1,CRS3035RES1000mN2621000E3494000,1,CRS3035RES4000mN2620000E3492000,274504,12,1.4,0.2,4.1,0,223427.1,684.4,0,5.3,4.3,0,0.4,0.6,0,0,1.2,0.4,0.6,0.6,0.6,2.5,1.8,2.1,1,1.2,0,1.4,5.3,17338
CRS3035RES200mN2621400E3499400,0,CRS3035RES1000mN2621000E3499000,0,CRS3035RES4000mN2620000E3496000,651447,39,6,0,15,0,766494.9,1975,0,17,12,2,2,1,0,0,2,1,1,2,3,4,9,7,7,3,0,4,17,17382
CRS3035RES200mN2621400E3499600,1,CRS3035RES1000mN2621000E3499000,0,CRS3035RES4000mN2620000E3496000,651446,20,3.3,0,8.8,1.2,402396,1120,0,10,4.2,0.4,1.2,4.2,0,0,1.2,0,1.3,0.8,1.7,2.9,4.2,3.3,2.9,1.7,0,1.2,10,17382
CRS3035RES200mN2621600E3463000,1,CRS3035RES1000mN2621000E3463000,1,CRS3035RES2000mN2620000E3462000,274424,1,0.2,0,0.2,0.1,27041.5,48.7,0.1,0.4,0,0.1,0.2,0.2,0,0,0,0,0.1,0,0.1,0.2,0.1,0.2,0.2,0.1,0,0.1,0.5,17028
CRS3035RES200mN2621600E3463400,0,CRS3035RES1000mN2621000E3463000,1,CRS3035RES2000mN2620000E3462000,651283,44,12,0,4,3,1066854.3,1481,20,5,2,1,0,22,0,0,3,0,1,0,3,23,3,6,5,0,0,0,25,17028
CRS3035RES200mN2621600E3463600,1,CRS3035RES1000mN2621000E3463000,1,CRS3035RES2000mN2620000E3462000,274424,19.5,3.5,0.7,4.5,1,527309.8,949.5,1.7,8,0.4,1.4,4.1,3.8,0,0,0,0,1,0.2,1.7,3.1,2.8,4.8,4.5,1.4,0,1.4,9.7,17028
CRS3035RES200mN2621600E3463800,1,CRS3035RES1000mN2621000E3463000,1,CRS3035RES2000mN2620000E3462000,274424,9,1.6,0.3,2.1,0.5,243373.7,438.2,0.8,3.7,0.2,0.6,1.9,1.8,0,0,0,0,0.5,0.1,0.8,1.4,1.3,2.2,2.1,0.6,0,0.6,4.5,17028
CRS3035RES200mN2621600E3464000,0,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651300,89,15,0,36,6,2030995.3,3460,6,39,0,41,3,1,0,6,7,2.5,2,3.5,4,19,9,7,18,17,0,2,45,17028
CRS3035RES200mN2621600E3464200,0,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651306,447.5,95,14,16,55,7086457.8,15203,194,16,0,135,0,75,0,186,25,16,39,57,28.5,77,97,47,43,18,0,57,210,17028
CRS3035RES200mN2621600E3464400,0,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651305,209.5,77,1,7,26,3534843.7,7393,123,8,1,7,41,82,0,82,8,5,11,16.5,10,39,33,20,35,32,0,17,131,17028
CRS3035RES200mN2621600E3464600,0,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651297,32,4,0,11,3,870930.6,1267,0,15,8,0,3,4,0,0,1,0,1,0,3,5,9,3,8,2,0,0,15,17028
CRS3035RES200mN2621600E3464800,1,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651296,15,1.9,0.6,4.8,0.6,336437.8,665.4,0,6.4,0.6,2.9,1.6,1.3,0,0,0.6,0.6,0.3,2.1,0.5,2.6,1.9,1.9,3.8,0.7,0,1.3,6.4,17028
CRS3035RES200mN2621600E3465000,0,CRS3035RES1000mN2621000E3465000,1,CRS3035RES2000mN2620000E3464000,651290,75,4,5,14,3,1560890.4,2224,2,23,1,4,6,14,0,1,5,1,5,8,8,18,16,4,8,2,0,3,25,17028
CRS3035RES200mN2621600E3465200,0,CRS3035RES1000mN2621000E3465000,1,CRS3035RES2000mN2620000E3464000,651294,91,19,2,22,3,2146570.2,3637,17,27,0,9,4,31,0,0,7,3,5,6,8,22,12,10,16,2,0,7,44,17028
CRS3035RES200mN2621600E3465400,0,CRS3035RES1000mN2621000E3465000,1,CRS3035RES2000mN2620000E3464000,651291,49,12,0,18,1,1131388.2,2572,0,26,1,4,18,3,0,2,0,0,3,1,4,7,6,8,17,3,0,3,26,17028
CRS3035RES200mN2621600E3465600,1,CRS3035RES1000mN2621000E3465000,1,CRS3035RES2000mN2620000E3464000,274440,28,1.3,1.3,8.8,2,622236.5,1187.5,0,10.8,1,0,7.1,2.7,0,1,0.7,1,1,3,2,4.1,5.1,3.7,4.7,2.7,0,0.7,10.8,17028
CRS3035RES200mN2621600E3466200,1,CRS3035RES1000mN2621000E3466000,0,CRS3035RES1000mN2621000E3466000,651307,8,3,0.1,1.7,0.5,157833,346.2,1.8,3.1,0,0,1.8,2.7,0.4,0,0.5,0.2,0.1,0.5,0.4,2,2,0.9,1.3,0.1,0,1.7,4.9,17028
CRS3035RES200mN2621600E3467200,1,CRS3035RES1000mN2621000E3467000,0,CRS3035RES1000mN2621000E3467000,651313,5,0.7,0.2,1.9,0,143461.9,305.2,0,2,0.3,0.2,1.1,0.4,0,0,0,0.2,0.4,0.4,0.4,0.2,0.9,1.3,0.7,0.5,0,0,2,1702817391
CRS3035RES200mN2621600E3467400,1,CRS3035RES1000mN2621000E3467000,0,CRS3035RES1000mN2621000E3467000,651313,1,0.1,0,0.4,0,28692.4,61,0,0.4,0.1,0,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0,0.2,0.3,0.1,0.1,0,0,0.4,17391
CRS3035RES200mN2621600E3467800,1,CRS3035RES1000mN2621000E3467000,0,CRS3035RES1000mN2621000E3467000,651313,6,0.9,0.2,2.2,0,172154.3,366.2,0,2.4,0.4,0.2,1.3,0.5,0,0,0,0.2,0.4,0.4,0.5,0.2,1.1,1.6,0.9,0.7,0,0,2.4,17391
CRS3035RES200mN2621600E3470600,1,CRS3035RES1000mN2621000E3470000,1,CRS3035RES2000mN2620000E3470000,274449,2,0.2,0,0.6,0.1,41787,83.5,0,0.9,0.1,0.2,0.2,0.4,0,0,0.1,0.1,0.1,0.2,0,0.3,0.4,0.3,0.4,0.1,0,0.1,0.9,17109
CRS3035RES200mN2621600E3470800,0,CRS3035RES1000mN2621000E3470000,1,CRS3035RES2000mN2620000E3470000,651343,36,3,0,10,2,594834.6,1223,3,11,1,4,0,9,0,0,2,0,3,2,2,9,10,4,4,0,0,5,14,17109
CRS3035RES200mN2621600E3471000,1,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651346,21,0.3,1,5.7,0,517515.6,780.5,0,6.5,0.5,0,2.3,3.7,0,0,2.1,0.8,1.3,1.2,2.1,6.2,3.6,1.6,1.6,0.5,0,0.3,6.5,17109
CRS3035RES200mN2621600E3471200,0,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651349,46,6,4,12,2,960782,2185,0,16,8,1,2,5,0,0,1,4,4,6,3,12,6,3,6,1,0,3,16,17109
CRS3035RES200mN2621600E3471400,0,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651353,63,9,1,18,2,1501588.6,3144.4,0,28,7,3,5,12,1,4,2,0,2,5,5,10,13,14,9,3,0,1,28,17109
CRS3035RES200mN2621600E3471600,0,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651354,81.5,7,1,30,2,2115034.5,3850,0,32,0,0,13,19,0,0,3,2,3,8.5,8,13,20,10,13,1,0,1,32,17109
CRS3035RES200mN2621600E3471800,0,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651357,108,11,2,38,2,2570667.7,3976,0,41,0,0,8,33,0,0,10,4.5,4,10.5,6,34,21,16,2,0,0,2,41,17109
CRS3035RES200mN2621600E3472000,0,CRS3035RES1000mN2621000E3472000,0,CRS3035RES1000mN2621000E3472000,651362,37,4,0,9,3,738105.1,1177,0,15,0,0,0,15,0,6,4,1,3,1,5,12,8,2,1,0,0,2,15,17109
CRS3035RES200mN2621600E3473000,1,CRS3035RES1000mN2621000E3473000,0,CRS3035RES1000mN2621000E3473000,651359,8,0.8,0.5,1.4,0.2,162086.6,285.6,0.3,2.6,0,0,0.2,2.4,0.3,0,0.6,0.3,0.8,0.4,0.9,2.6,1.8,0.6,0,0,0,0.5,2.9,1737317245
CRS3035RES200mN2621600E3473200,1,CRS3035RES1000mN2621000E3473000,0,CRS3035RES1000mN2621000E3473000,651359,1,0.1,0.1,0.2,0,20260.8,35.7,0.1,0.3,0,0,0,0.3,0.1,0,0.1,0,0.1,0.1,0.1,0.3,0.2,0.1,0,0,0,0.1,0.4,17373
CRS3035RES200mN2621600E3475800,1,CRS3035RES1000mN2621000E3475000,0,CRS3035RES2000mN2620000E3474000,651391,4,0.1,0.1,1.4,0.1,96280.9,160,0,1.5,0.4,0,0.5,0.6,0,0,0.1,0,0.2,0.4,0.4,0.4,1.1,0.8,0.6,0,0,0.1,1.5,17373
CRS3035RES200mN2621600E3477000,1,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651397,24,1.5,0,8.1,0.5,543704.9,1056,0,9.6,1,0,6.1,2.5,0,0,1.3,0.5,0,0,2,3,6.1,5,5.1,0.5,0.5,0,9.6,17373
CRS3035RES200mN2621600E3477200,0,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651402,36,3,1,12,0,961535.3,1813,0,15,8,0,3,4,0,0,1,0,4,3,0,4,10,8,5,1,0,1,15,17373
CRS3035RES200mN2621600E3477400,0,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651400,30,4,1,10,1,678015.5,1606,2,12,8,1,1,4,0,0,0,0,1,4,2,6,12,5,0,0,0,2,14,1737317315
CRS3035RES200mN2621600E3478000,1,CRS3035RES1000mN2621000E3478000,0,CRS3035RES1000mN2621000E3478000,651412,16,0.6,0.6,5.8,0.3,370782.3,726.7,0,5.8,1.7,0.3,1.5,2.3,0,0,0.6,0.3,1.7,1,1.3,1.7,4.4,1.2,3.2,0.6,0,0.3,5.8,1731517373
CRS3035RES200mN2621600E3478200,1,CRS3035RES1000mN2621000E3478000,0,CRS3035RES1000mN2621000E3478000,651412,10,0.4,0.4,3.6,0.2,231738.9,454.2,0,3.6,1.1,0.2,0.9,1.4,0,0,0.4,0.2,1.1,0.6,0.8,1.1,2.7,0.7,2,0.4,0,0.2,3.6,17315
CRS3035RES200mN2621600E3497400,1,CRS3035RES1000mN2621000E3497000,1,CRS3035RES4000mN2620000E3496000,274508,3,0.5,0,1.1,0.1,65368.9,145.5,0.1,1.2,0.8,0,0.3,0.2,0,0,0.2,0,0.1,0.2,0.3,0.5,0.7,0.5,0.4,0.1,0,0.1,1.3,17382
CRS3035RES200mN2621600E3498800,1,CRS3035RES1000mN2621000E3498000,1,CRS3035RES4000mN2620000E3496000,108316,2,0.1,0.1,0.7,0,47083.7,103.8,0,0.7,0.3,0,0.1,0.3,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.3,0.4,0.4,0.1,0,0.2,0.7,17382
CRS3035RES200mN2621600E3499400,1,CRS3035RES1000mN2621000E3499000,0,CRS3035RES4000mN2620000E3496000,651446,1,0.2,0,0.4,0.1,20119.8,56,0,0.5,0.2,0,0.1,0.2,0,0,0.1,0,0.1,0,0.1,0.1,0.2,0.2,0.1,0.1,0,0.1,0.5,17382
CRS3035RES200mN2621600E3499600,1,CRS3035RES1000mN2621000E3499000,0,CRS3035RES4000mN2620000E3496000,651446,2,0.3,0,0.9,0.1,40239.6,112,0,1,0.4,0.1,0.1,0.4,0,0,0.1,0,0.1,0.1,0.2,0.3,0.4,0.3,0.3,0.2,0,0.1,1,17382
CRS3035RES200mN2621800E3462800,1,CRS3035RES1000mN2621000E3462000,1,CRS3035RES2000mN2620000E3462000,274424,1,0.2,0,0.2,0.1,27041.5,48.7,0.1,0.4,0,0.1,0.2,0.2,0,0,0,0,0.1,0,0.1,0.2,0.1,0.2,0.2,0.1,0,0.1,0.5,17028
CRS3035RES200mN2621800E3463400,0,CRS3035RES1000mN2621000E3463000,1,CRS3035RES2000mN2620000E3462000,651286,113,40,0,26,8,2773274.6,4516,63,9,0,0,0,72,0,0,2,1,1,4.5,8.5,31,24,12,17,12,0,3,72,17028
CRS3035RES200mN2621800E3463600,0,CRS3035RES1000mN2621000E3463000,1,CRS3035RES2000mN2620000E3462000,651287,128,49,1,34,10,3059295.1,4732,59,24,0,0,0,83,0,0,3,2.5,2.5,6,11,37,34,9,17,6,0,8,83,17028
CRS3035RES200mN2621800E3463800,1,CRS3035RES1000mN2621000E3463000,1,CRS3035RES2000mN2620000E3462000,274424,10,1.8,0.4,2.3,0.5,270415.3,486.9,0.9,4.1,0.2,0.7,2.1,2,0,0,0,0,0.5,0.1,0.9,1.6,1.4,2.5,2.3,0.7,0,0.7,5,17028
CRS3035RES200mN2621800E3464000,1,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651296,19,2.4,0.8,6.1,0.8,426154.6,842.9,0,8.1,0.8,3.7,2,1.6,0,0,0.8,0.8,0.4,2.6,0.6,3.3,2.4,2.4,4.9,0.8,0,1.6,8.1,17028
CRS3035RES200mN2621800E3464200,0,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651304,152.5,38,3,4,26,2350104.8,5462,74,6,0,38,2,40,0,74,9.5,3,16,16,14,24,26,8,23,13,0,18,80,17028
CRS3035RES200mN2621800E3464400,0,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651302,147.5,19,3,52,5,3883259.7,5877,2,66,3,11,33,21,0,0,5.5,0,6,8,8,26,28,12,40,14,0,1,68,17028
CRS3035RES200mN2621800E3464600,0,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651299,94,11,2,29,3,2196877.4,3821.7,4,35,20,5,9,4,1,1,4,0,5,11,9,12,21,12,14,6,0,5,39,17028
CRS3035RES200mN2621800E3464800,0,CRS3035RES1000mN2621000E3464000,0,CRS3035RES2000mN2620000E3464000,651303,145,44,4,29,7,3145306.7,5831.3,45,35,21,7,11,38,3,0,8,1,8,9,17,31,34,16,14,7,0,14,80,17028
CRS3035RES200mN2621800E3465000,0,CRS3035RES1000mN2621000E3465000,1,CRS3035RES2000mN2620000E3464000,651288,23,5,0,4,5,522589.5,1213,7,6,0,1,10,2,0,7,2,1,1,2,0,4,1,4,7,1,0,1,13,17028
CRS3035RES200mN2621800E3465200,0,CRS3035RES1000mN2621000E3465000,1,CRS3035RES2000mN2620000E3464000,651295,126.5,21,0,34,6,2651741.9,4711,22,39,0,36,23,2,0,22,2,4,6,9.5,11,16,24,22,27,5,0,5,61,17028
CRS3035RES200mN2621800E3465400,0,CRS3035RES1000mN2621000E3465000,1,CRS3035RES2000mN2620000E3464000,651292,62.5,8,1,29,1,1578976.7,3030,0,31,0,3,26,2,0,0,0,0,2,1.5,4,4,4,14,29,4,0,1,31,17028
CRS3035RES200mN2621800E3465600,0,CRS3035RES1000mN2621000E3465000,1,CRS3035RES2000mN2620000E3464000,651289,53,5,1,16,2,1136345.3,1748,0,20,0,0,18,2,0,3,2,1,4,6,5,11,13,7,4,0,0,0,20,17028
CRS3035RES200mN2621800E3466000,1,CRS3035RES1000mN2621000E3466000,0,CRS3035RES1000mN2621000E3466000,651307,5,1.9,0.1,1,0.3,98645.6,216.3,1.1,1.9,0,0,1.1,1.7,0.2,0,0.3,0.1,0,0.3,0.2,1.3,1.3,0.6,0.8,0.1,0,1,3,17028
CRS3035RES200mN2621800E3466400,1,CRS3035RES1000mN2621000E3466000,0,CRS3035RES1000mN2621000E3466000,651307,2.5,0.9,0,0.5,0.1,49322.8,108.2,0.5,1,0,0,0.6,0.8,0.1,0,0.2,0.1,0,0.2,0.1,0.6,0.6,0.3,0.4,0,0,0.5,1.5,17028
CRS3035RES200mN2621800E3467200,1,CRS3035RES1000mN2621000E3467000,0,CRS3035RES1000mN2621000E3467000,651313,1,0.1,0,0.4,0,28692.4,61,0,0.4,0.1,0,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0,0.2,0.3,0.1,0.1,0,0,0.4,170281727417391
CRS3035RES200mN2621800E3470800,1,CRS3035RES1000mN2621000E3470000,1,CRS3035RES2000mN2620000E3470000,274449,10,1.1,0,3.2,0.4,208935.2,417.5,0,4.3,0.4,0.7,1.1,2.1,0,0,0.3,0.4,0.4,0.9,0.2,1.8,1.8,1.4,2.1,0.7,0,0.4,4.3,17109
CRS3035RES200mN2621800E3471000,0,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651350,53,1,2,16,4,1283205.7,2215,0,20,0,0,9,11,0,0,0,0,1,5,11,4,15,6,11,0,0,0,20,17109
CRS3035RES200mN2621800E3471200,0,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651355,94,8,2,34,0,2383330.8,4614,0,37,7,1,7,22,0,0,3,3,8,10.5,2.5,9,23,15,16,4,0,1,37,17109
CRS3035RES200mN2621800E3471400,0,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651358,98,13,0,32,4,2336562.4,4818,4,41,28,1,2,14,0,0,7,1.5,4.5,8,8,22,20,11,9,7,0,2,45,17109
CRS3035RES200mN2621800E3471600,0,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651351,47,6,0,20,2,1170010.2,2261,0,21,0,0,6,15,0,1,3,3.5,0.5,2,3,16,8,4,6,1,0,0,21,17109
CRS3035RES200mN2621800E3471800,1,CRS3035RES1000mN2621000E3471000,0,CRS3035RES2000mN2620000E3470000,651346,27.5,0.3,1.4,7.5,0,677699,1022.1,0,8.5,0.7,0,3,4.8,0,0,2.7,1,1.7,1.5,2.7,8.2,4.8,2.1,2.1,0.7,0,0.3,8.5,17109
CRS3035RES200mN2621800E3477400,1,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651397,3,0.2,0,1,0.1,67963.1,132,0,1.2,0.1,0,0.8,0.3,0,0,0.1,0.1,0,0,0.2,0.4,0.8,0.6,0.6,0.1,0.1,0,1.2,17373
CRS3035RES200mN2621800E3477800,1,CRS3035RES1000mN2621000E3477000,0,CRS3035RES2000mN2620000E3476000,651397,3.5,0.2,0,1.2,0.1,79290.3,154,0,1.4,0.1,0,0.9,0.4,0,0,0.2,0.1,0,0,0.3,0.4,0.9,0.7,0.7,0.1,0.1,0,1.4,17373
CRS3035RES200mN2621800E3478000,1,CRS3035RES1000mN2621000E3478000,0,CRS3035RES1000mN2621000E3478000,651412,4,0.1,0.1,1.5,0.1,92695.6,181.7,0,1.5,0.4,0.1,0.4,0.6,0,0,0.1,0.1,0.4,0.3,0.3,0.4,1.1,0.3,0.8,0.2,0,0.1,1.5,1737317315
CRS3035RES200mN2621800E3478800,1,CRS3035RES1000mN2621000E3478000,0,CRS3035RES1000mN2621000E3478000,651412,4,0.1,0.1,1.5,0.1,92695.6,181.7,0,1.5,0.4,0.1,0.4,0.6,0,0,0.1,0.1,0.4,0.3,0.3,0.4,1.1,0.3,0.8,0.2,0,0.1,1.5,17315
CRS3035RES200mN2621800E3479000,0,CRS3035RES1000mN2621000E3479000,0,CRS3035RES1000mN2621000E3479000,651411,34,1,0,11,1,662983.6,1390,0,12,3,0,3,6,0,0,4,2,2,2,2,12,4,3,1,2,0,1,12,17315
CRS3035RES200mN2621800E3479200,1,CRS3035RES1000mN2621000E3479000,0,CRS3035RES1000mN2621000E3479000,651410,35,0.9,3.6,7.2,1.8,676823.3,1094.9,0,9.9,3.6,0,1.8,4.5,0,0,2.7,0.9,7.1,3.6,2.7,6.3,7.2,2.7,1.8,0,0,0.9,9.9,17315
CRS3035RES200mN2621800E3479400,1,CRS3035RES1000mN2621000E3479000,0,CRS3035RES1000mN2621000E3479000,651410,4,0.1,0.4,0.8,0.2,77351.2,125.1,0,1.1,0.4,0,0.2,0.5,0,0,0.3,0.1,0.8,0.4,0.3,0.7,0.9,0.3,0.2,0,0,0.1,1.1,17315
CRS3035RES200mN2621800E3481200,1,CRS3035RES1000mN2621000E3481000,1,CRS3035RES2000mN2620000E3480000,274495,3,0.3,0.1,1.1,0,71740.5,154.9,0.1,1.1,0.4,0.1,0.4,0.3,0,0,0.1,0.1,0.2,0.2,0.1,0.6,0.7,0.4,0.5,0.1,0,0.1,1.2,17480
CRS3035RES200mN2621800E3490400,1,CRS3035RES1000mN2621000E3490000,1,CRS3035RES4000mN2620000E3488000,108301,3,0.1,0.1,0.8,0,77771.6,153.5,0,1,0.7,0.1,0.1,0.1,0,0,0,0,0.1,0.3,0.5,0.3,0.7,0.7,0.2,0.2,0,0.2,1,1704117482
CRS3035RES200mN2622000E3462800,0,CRS3035RES1000mN2622000E3462000,0,CRS3035RES1000mN2622000E3462000,651916,21,4,1,10,1,421405.6,1063,0,11,0,11,0,0,0,0,0,0,1,3,0,6,2,2,6,1,0,2,11,17028
CRS3035RES200mN2622000E3463000,1,CRS3035RES1000mN2622000E3463000,0,CRS3035RES1000mN2622000E3463000,651930,3,1.3,0,1.1,0.1,59711,131.7,0.4,1.6,0,0.5,0.2,1.3,0,0,0.2,0,0,0,0.3,0.7,0.2,0.8,0.3,0.5,0,0.7,2,17028
CRS3035RES200mN2622000E3463400,0,CRS3035RES1000mN2622000E3463000,0,CRS3035RES1000mN2622000E3463000,651941,140.5,13,2,38,10,3498121.5,5450,0,56,0,0,0,56,0,0,7.5,4,9.5,11.5,14,31,32,14,14,3,0,7,56,17028
CRS3035RES200mN2622000E3463600,0,CRS3035RES1000mN2622000E3463000,0,CRS3035RES1000mN2622000E3463000,651948,292.5,160,0,52,16,6073637.8,10694,209,10,0,0,0,219,0,0,4,1,5,9.5,29,81,47,30,39,46,1,29,219,17028
CRS3035RES200mN2622000E3463800,0,CRS3035RES1000mN2622000E3463000,0,CRS3035RES1000mN2622000E3463000,651935,78.5,10,0,27,4,2109507.4,3869,0,39,0,7,9,23,0,0,2,0,4,2.5,4,11,9,10,25,11,0,3,39,17028
CRS3035RES200mN2622000E3464000,0,CRS3035RES1000mN2622000E3464000,0,CRS3035RES1000mN2622000E3464000,652012,124,25,1,50,5,3065572.4,4956.7,6,54,0,43,9,4,4,0,3,4,6.5,7.5,10,15,19,13,21,25,0,6,60,17028
CRS3035RES200mN2622000E3464200,0,CRS3035RES1000mN2622000E3464000,0,CRS3035RES1000mN2622000E3464000,652015,141,52,2,47,9,3105376.2,6550,51,34,13,5,30,37,0,0,4,4,6,6,10,40,21,18,20,12,0,14,85,17028
CRS3035RES200mN2622000E3464400,0,CRS3035RES1000mN2622000E3464000,0,CRS3035RES1000mN2622000E3464000,652007,115,19,3,30,9,2663719.4,4632,3,49,9,3,10,30,0,0,3.5,3,8.5,17,9,16,25,12,14,7,0,6,52,17028
CRS3035RES200mN2622000E3464600,0,CRS3035RES1000mN2622000E3464000,0,CRS3035RES1000mN2622000E3464000,652013,125,34,2,38,4,3139784.4,5144,17,52,25,17,7,20,0,0,6,1,6,4,8,27,25,15,17,16,0,7,69,17028
CRS3035RES200mN2622000E3464800,0,CRS3035RES1000mN2622000E3464000,0,CRS3035RES1000mN2622000E3464000,652014,125.5,41,1,33,10,2598434.6,5950,22,51,46,1,6,20,0,4,8,2.5,4.5,8.5,10,33,21,16,18,4,0,13,73,17028
CRS3035RES200mN2622000E3465000,1,CRS3035RES1000mN2622000E3465000,0,CRS3035RES1000mN2622000E3465000,651986,50,8.6,1.6,18,0.8,1036089.8,2060.2,0,22.7,0,17.2,3.1,2.4,0,0,1.6,1.6,1.6,2.7,5.1,8.6,7,10.9,7,3.9,0,3.1,22.7,17028
CRS3035RES200mN2622000E3465200,0,CRS3035RES1000mN2622000E3465000,0,CRS3035RES1000mN2622000E3465000,651993,149,29,2,70,4,3571750.2,6703,0,74,2,40,18,13,1,0,6,2,6,11,3,14,26,20,41,18,2,3,74,17028
CRS3035RES200mN2622000E3465400,0,CRS3035RES1000mN2622000E3465000,0,CRS3035RES1000mN2622000E3465000,651994,141.5,37,0,33,9,3037194.8,5420,39,40,0,0,33,46,0,20,3,0.5,4.5,5.5,15,34,22,10,38,9,0,8,79,17028
CRS3035RES200mN2622000E3465600,1,CRS3035RES1000mN2622000E3465000,0,CRS3035RES1000mN2622000E3465000,651986,8,1.4,0.2,2.9,0.1,165774.4,329.6,0,3.6,0,2.7,0.5,0.4,0,0,0.2,0.3,0.3,0.4,0.8,1.4,1.1,1.8,1.1,0.6,0,0.5,3.6,17028
